case_id,method,path,hash,voxels,mtime
BraTS-GLI-00469-100,bspline,output\segmentacion\BraTS-GLI-00469-100\BraTS-GLI-00469-100-et_bspline.nii.gz,a7f13982127a7eb26f54153fe7ffd841f6d93cc5ddc98ffd615e747028d3dc9a,17851,2026-07-05T23:01:16.449641
BraTS-GLI-00469-100,fast_marching,output\segmentacion\BraTS-GLI-00469-100\BraTS-GLI-00469-100-et_fast_marching.nii.gz,2a9f47caa8915e7857bb57fbda7490869b06423ae39010f5a2ef1b2ba1616fc8,3543,2026-07-05T23:01:16.475527
BraTS-GLI-00469-100,gmm_2d,output\segmentacion\BraTS-GLI-00469-100\BraTS-GLI-00469-100-et_gmm_2d.nii.gz,d85f539d9b8cec4b4c16bea539926002094cf2e83b2ea26f70b0bca09096eabf,63439,2026-07-05T23:01:16.400084
BraTS-GLI-00469-100,gmm_T1c,output\segmentacion\BraTS-GLI-00469-100\BraTS-GLI-00469-100-et_gmm_T1c.nii.gz,96749bbaa467de28da79bb37d5f22df0c194052c46c5942f8580f66d28c99222,28080,2026-07-05T23:01:16.373832
BraTS-GLI-00469-100,level_set,output\segmentacion\BraTS-GLI-00469-100\BraTS-GLI-00469-100-et_level_set.nii.gz,cae88c191451f353e48ff964bb9c1e4af505c4cb0ba55e558c7f10ddddb0032a,18135,2026-07-05T23:01:16.426557
BraTS-GLI-00469-100,otsu_T1c,output\segmentacion\BraTS-GLI-00469-100\BraTS-GLI-00469-100-et_otsu_T1c.nii.gz,1eae3e95aa497604390419b00dd629f2d5d913733c809606a3290c29b2397c08,22983,2026-07-05T23:01:16.362302
BraTS-GLI-00469-100,rango_doble,output\segmentacion\BraTS-GLI-00469-100\BraTS-GLI-00469-100-et_rango_doble.nii.gz,856ba4c8c086f1fa52928587116a9fac4bc52836a49e5eac258fba01a575bb39,32650,2026-07-05T23:01:16.414078
BraTS-GLI-00469-100,spline,output\segmentacion\BraTS-GLI-00469-100\BraTS-GLI-00469-100-et_spline.nii.gz,002e02d42181768eb742065bcd42f78046141d48b5135f5769f3c3597bf70f56,22806,2026-07-05T23:01:16.462650
BraTS-GLI-00469-100,sustraccion,output\segmentacion\BraTS-GLI-00469-100\BraTS-GLI-00469-100-et_sustraccion.nii.gz,1ab295642e9968c716d7ba60a41d1bfac3187f949c6e2e366634963897be80c3,12926,2026-07-05T23:01:16.386328
BraTS-GLI-00469-100,variational_spline,output\segmentacion\BraTS-GLI-00469-100\BraTS-GLI-00469-100-et_variational_spline.nii.gz,7c6affee316205fcaa32b29ef0004fa91d63e6066a11b9d2b609244bf2861e84,13107,2026-07-05T23:01:16.438893
BraTS-GLI-00506-100,bspline,output\segmentacion\BraTS-GLI-00506-100\BraTS-GLI-00506-100-et_bspline.nii.gz,146b65564238a9516da380fbc1598ec31ff397dc475708b3ed0f117e2a3e0595,42941,2026-07-05T23:02:45.232555
BraTS-GLI-00506-100,fast_marching,output\segmentacion\BraTS-GLI-00506-100\BraTS-GLI-00506-100-et_fast_marching.nii.gz,225a76e1beee720b3c47b8533a772157eb72a85efc086675b136db201ccb74dc,2644,2026-07-05T23:02:45.256222
BraTS-GLI-00506-100,gmm_2d,output\segmentacion\BraTS-GLI-00506-100\BraTS-GLI-00506-100-et_gmm_2d.nii.gz,0618260ffcae3bcee9620a62c7b12e281005f120f5f71819b453e8928511fdef,174982,2026-07-05T23:02:45.145782
BraTS-GLI-00506-100,gmm_T1c,output\segmentacion\BraTS-GLI-00506-100\BraTS-GLI-00506-100-et_gmm_T1c.nii.gz,146b65564238a9516da380fbc1598ec31ff397dc475708b3ed0f117e2a3e0595,42941,2026-07-05T23:02:45.094911
BraTS-GLI-00506-100,level_set,output\segmentacion\BraTS-GLI-00506-100\BraTS-GLI-00506-100-et_level_set.nii.gz,146b65564238a9516da380fbc1598ec31ff397dc475708b3ed0f117e2a3e0595,42941,2026-07-05T23:02:45.203238
BraTS-GLI-00506-100,otsu_T1c,output\segmentacion\BraTS-GLI-00506-100\BraTS-GLI-00506-100-et_otsu_T1c.nii.gz,f687c78bc97c309e573260a0c14f58c48458dfb5c079f3da5add73065111969e,31470,2026-07-05T23:02:45.079110
BraTS-GLI-00506-100,rango_doble,output\segmentacion\BraTS-GLI-00506-100\BraTS-GLI-00506-100-et_rango_doble.nii.gz,66d12c0a6a0c49d30698478cbb67bc0deb39dcee55e68e30a6e4d0491ffa11b0,355654,2026-07-05T23:02:45.187423
BraTS-GLI-00506-100,spline,output\segmentacion\BraTS-GLI-00506-100\BraTS-GLI-00506-100-et_spline.nii.gz,456a05011d66b2018d991731723f5a133f6b3cfbe1070874f4e558c1f513d3b6,17395,2026-07-05T23:02:45.245437
BraTS-GLI-00506-100,sustraccion,output\segmentacion\BraTS-GLI-00506-100\BraTS-GLI-00506-100-et_sustraccion.nii.gz,210ab04def9bb35fcb705c8e400756269fc691bb1f50f054ccff9bafc0bae8c4,111396,2026-07-05T23:02:45.116588
BraTS-GLI-00506-100,variational_spline,output\segmentacion\BraTS-GLI-00506-100\BraTS-GLI-00506-100-et_variational_spline.nii.gz,146b65564238a9516da380fbc1598ec31ff397dc475708b3ed0f117e2a3e0595,42941,2026-07-05T23:02:45.218052
BraTS-GLI-00528-100,bspline,output\segmentacion\BraTS-GLI-00528-100\BraTS-GLI-00528-100-et_bspline.nii.gz,5f7bb8f8a0902161685c7276322b906d118811eba9a38ad8cb8bb6446d48cc4c,229395,2026-07-05T23:03:23.862071
BraTS-GLI-00528-100,fast_marching,output\segmentacion\BraTS-GLI-00528-100\BraTS-GLI-00528-100-et_fast_marching.nii.gz,939f802e0f1d087fbbe292b59cf289e8be05d281d0e617d93a34348a954f3cc7,3142,2026-07-05T23:03:23.906300
BraTS-GLI-00528-100,gmm_2d,output\segmentacion\BraTS-GLI-00528-100\BraTS-GLI-00528-100-et_gmm_2d.nii.gz,f7a817bb43b6f8a4528788d9531af24951ad642748ece61f724c5d7770e59c1b,159583,2026-07-05T23:03:23.719016
BraTS-GLI-00528-100,gmm_T1c,output\segmentacion\BraTS-GLI-00528-100\BraTS-GLI-00528-100-et_gmm_T1c.nii.gz,0c9e9411265946071901be55b4cba63def63e1a8b952fb8a448ccdcbac8c4152,1102961,2026-07-05T23:03:23.670858
BraTS-GLI-00528-100,level_set,output\segmentacion\BraTS-GLI-00528-100\BraTS-GLI-00528-100-et_level_set.nii.gz,5f7bb8f8a0902161685c7276322b906d118811eba9a38ad8cb8bb6446d48cc4c,229395,2026-07-05T23:03:23.796345
BraTS-GLI-00528-100,otsu_T1c,output\segmentacion\BraTS-GLI-00528-100\BraTS-GLI-00528-100-et_otsu_T1c.nii.gz,a310ead189e61c94987c96b91120b38f1b4da299eb74cd07405b6654da33c002,911229,2026-07-05T23:03:23.619555
BraTS-GLI-00528-100,rango_doble,output\segmentacion\BraTS-GLI-00528-100\BraTS-GLI-00528-100-et_rango_doble.nii.gz,8e397746f5f9382cdd75897f8c045107156247f5085a328dd94fb754d2fa3aac,392746,2026-07-05T23:03:23.762512
BraTS-GLI-00528-100,spline,output\segmentacion\BraTS-GLI-00528-100\BraTS-GLI-00528-100-et_spline.nii.gz,5f7bb8f8a0902161685c7276322b906d118811eba9a38ad8cb8bb6446d48cc4c,229395,2026-07-05T23:03:23.893403
BraTS-GLI-00528-100,sustraccion,output\segmentacion\BraTS-GLI-00528-100\BraTS-GLI-00528-100-et_sustraccion.nii.gz,236da1d9c42bbbef446a44eb2b48cd48c8429174c01762a29169f1d72151e93a,113540,2026-07-05T23:03:23.695847
BraTS-GLI-00528-100,variational_spline,output\segmentacion\BraTS-GLI-00528-100\BraTS-GLI-00528-100-et_variational_spline.nii.gz,5f7bb8f8a0902161685c7276322b906d118811eba9a38ad8cb8bb6446d48cc4c,229395,2026-07-05T23:03:23.828286
BraTS-GLI-00533-100,bspline,output\segmentacion\BraTS-GLI-00533-100\BraTS-GLI-00533-100-et_bspline.nii.gz,d637e45188685ae4a6d51dce8ecb142320140cd2503db1d8870a9e2853fba6a1,15501,2026-07-05T23:04:49.292905
BraTS-GLI-00533-100,fast_marching,output\segmentacion\BraTS-GLI-00533-100\BraTS-GLI-00533-100-et_fast_marching.nii.gz,565e0efd6d44672ff63b586f1f235100dd71a0ccee568e91f70d7cfdd6f2c166,2049,2026-07-05T23:04:49.319472
BraTS-GLI-00533-100,gmm_2d,output\segmentacion\BraTS-GLI-00533-100\BraTS-GLI-00533-100-et_gmm_2d.nii.gz,52523a25cf1935c52f14efe661dff3efbd800bad50c28b49640a11eef138f220,155704,2026-07-05T23:04:49.215955
BraTS-GLI-00533-100,gmm_T1c,output\segmentacion\BraTS-GLI-00533-100\BraTS-GLI-00533-100-et_gmm_T1c.nii.gz,d637e45188685ae4a6d51dce8ecb142320140cd2503db1d8870a9e2853fba6a1,15501,2026-07-05T23:04:49.173242
BraTS-GLI-00533-100,level_set,output\segmentacion\BraTS-GLI-00533-100\BraTS-GLI-00533-100-et_level_set.nii.gz,d637e45188685ae4a6d51dce8ecb142320140cd2503db1d8870a9e2853fba6a1,15501,2026-07-05T23:04:49.266843
BraTS-GLI-00533-100,otsu_T1c,output\segmentacion\BraTS-GLI-00533-100\BraTS-GLI-00533-100-et_otsu_T1c.nii.gz,fd093ac63c063c07a72173cc31e37b208d5dc6d40b8e5a4d27f340ca6ed5c45a,16867,2026-07-05T23:04:49.160619
BraTS-GLI-00533-100,rango_doble,output\segmentacion\BraTS-GLI-00533-100\BraTS-GLI-00533-100-et_rango_doble.nii.gz,dad92e1a07863d2e3c1bd07e3f84bd2f0c38e717dd199c3f18ace6429044d5d4,303308,2026-07-05T23:04:49.253204
BraTS-GLI-00533-100,spline,output\segmentacion\BraTS-GLI-00533-100\BraTS-GLI-00533-100-et_spline.nii.gz,b26359ddecaa4b9c4fc07682d33c062ab075cac54536dd0a3e65cc27c5f90b59,16882,2026-07-05T23:04:49.306340
BraTS-GLI-00533-100,sustraccion,output\segmentacion\BraTS-GLI-00533-100\BraTS-GLI-00533-100-et_sustraccion.nii.gz,9c1e9850361e0bb82bcca17ff397c82b56e3843ca2f218bd3d90aff6583a5830,84563,2026-07-05T23:04:49.191699
BraTS-GLI-00533-100,variational_spline,output\segmentacion\BraTS-GLI-00533-100\BraTS-GLI-00533-100-et_variational_spline.nii.gz,d637e45188685ae4a6d51dce8ecb142320140cd2503db1d8870a9e2853fba6a1,15501,2026-07-05T23:04:49.280360
BraTS-GLI-02066-100,bspline,output\segmentacion\BraTS-GLI-02066-100\BraTS-GLI-02066-100-et_bspline.nii.gz,1c4ffa04a3187fc0b24e7ba9a450292ce850c5e58d771f21f755273ed7b7d02a,16563,2026-07-05T23:06:21.128959
BraTS-GLI-02066-100,fast_marching,output\segmentacion\BraTS-GLI-02066-100\BraTS-GLI-02066-100-et_fast_marching.nii.gz,60358e518196189b124f37e6bfcb86c399a648f4ab191b0069c5e5be05412f66,9246,2026-07-05T23:06:21.169207
BraTS-GLI-02066-100,gmm_2d,output\segmentacion\BraTS-GLI-02066-100\BraTS-GLI-02066-100-et_gmm_2d.nii.gz,f3a8a64954618d3a264321eeb29d1102b7f70a406e71cdcc31bc4a06adc55adf,86672,2026-07-05T23:06:21.048878
BraTS-GLI-02066-100,gmm_T1c,output\segmentacion\BraTS-GLI-02066-100\BraTS-GLI-02066-100-et_gmm_T1c.nii.gz,002c7ec71509ecb111c7192c1753d3a2dcf2538882b7ca4bc4ecf866dc23d9e2,42132,2026-07-05T23:06:21.010611
BraTS-GLI-02066-100,level_set,output\segmentacion\BraTS-GLI-02066-100\BraTS-GLI-02066-100-et_level_set.nii.gz,542d1729122132b3507dba596318a7760be8d83350229bc3b81b3671c57391c4,23435,2026-07-05T23:06:21.100694
BraTS-GLI-02066-100,otsu_T1c,output\segmentacion\BraTS-GLI-02066-100\BraTS-GLI-02066-100-et_otsu_T1c.nii.gz,8470d03b520a46f150978cbbc6e44dd76a91a43452d9aeb7b0d4bce7dbde0544,29714,2026-07-05T23:06:20.992518
BraTS-GLI-02066-100,rango_doble,output\segmentacion\BraTS-GLI-02066-100\BraTS-GLI-02066-100-et_rango_doble.nii.gz,fe1e9402f16bf8bbf487ef98a65cc7900468e920bdf1900627587fe740dfbd1b,272031,2026-07-05T23:06:21.085783
BraTS-GLI-02066-100,spline,output\segmentacion\BraTS-GLI-02066-100\BraTS-GLI-02066-100-et_spline.nii.gz,b9ac6a4222a74e63f5696225128085da2618709172120b3f5a5f0d4e37fc43b1,44531,2026-07-05T23:06:21.153300
BraTS-GLI-02066-100,sustraccion,output\segmentacion\BraTS-GLI-02066-100\BraTS-GLI-02066-100-et_sustraccion.nii.gz,ecf07de8536904211aaec1493e64f60a1cc5e57ca6a03ca9f0466edb2699aaf0,85976,2026-07-05T23:06:21.030984
BraTS-GLI-02066-100,variational_spline,output\segmentacion\BraTS-GLI-02066-100\BraTS-GLI-02066-100-et_variational_spline.nii.gz,bdbf258a1e2071f63507a73ace2b4894bd96f8a0629c578a5212d16b6f087ebb,17906,2026-07-05T23:06:21.114163
BraTS-GLI-02071-100,bspline,output\segmentacion\BraTS-GLI-02071-100\BraTS-GLI-02071-100-et_bspline.nii.gz,07e98e394c9e8910b6ed9647310ae8f8aaed1dc67059c868912b4a5ca6f62167,13871,2026-07-05T23:06:53.666926
BraTS-GLI-02071-100,fast_marching,output\segmentacion\BraTS-GLI-02071-100\BraTS-GLI-02071-100-et_fast_marching.nii.gz,97a3b11a5c6a822290f6dbfe7e029f077cec8fc218ca28b31a3efdbfe48ea2d0,5584,2026-07-05T23:06:53.694729
BraTS-GLI-02071-100,gmm_2d,output\segmentacion\BraTS-GLI-02071-100\BraTS-GLI-02071-100-et_gmm_2d.nii.gz,7e2dc421354eaddf7948a356915b00bd57aa72704405fc3fd0d77a8a203ea47d,126613,2026-07-05T23:06:53.583883
BraTS-GLI-02071-100,gmm_T1c,output\segmentacion\BraTS-GLI-02071-100\BraTS-GLI-02071-100-et_gmm_T1c.nii.gz,1efd80256b6998ce0a21e4acad8008c9747f11236d1c874492e44cbe6783f3b6,27268,2026-07-05T23:06:53.540109
BraTS-GLI-02071-100,level_set,output\segmentacion\BraTS-GLI-02071-100\BraTS-GLI-02071-100-et_level_set.nii.gz,b03467679cb42d7711facc414ff8e9dff9137d3752e0244de793eb308c6cbe82,10902,2026-07-05T23:06:53.638149
BraTS-GLI-02071-100,otsu_T1c,output\segmentacion\BraTS-GLI-02071-100\BraTS-GLI-02071-100-et_otsu_T1c.nii.gz,206e5c6585100d57287a167407e31656ac95c58fd7b132fceaed8f6b8490855a,24495,2026-07-05T23:06:53.526520
BraTS-GLI-02071-100,rango_doble,output\segmentacion\BraTS-GLI-02071-100\BraTS-GLI-02071-100-et_rango_doble.nii.gz,a9980f4e8ef3f2c0e897da2fafe4650090ea259e404befacc1fee1e80c9c5d23,273185,2026-07-05T23:06:53.623109
BraTS-GLI-02071-100,spline,output\segmentacion\BraTS-GLI-02071-100\BraTS-GLI-02071-100-et_spline.nii.gz,5e3836d7047db188fb126c730dc12389787489a970cc6137b8b604859c130e45,24675,2026-07-05T23:06:53.681386
BraTS-GLI-02071-100,sustraccion,output\segmentacion\BraTS-GLI-02071-100\BraTS-GLI-02071-100-et_sustraccion.nii.gz,dbd30fd296c08a90cf96184197a6b4ae161d8b08bc9df2d6e009c74f83c45f94,93860,2026-07-05T23:06:53.560099
BraTS-GLI-02071-100,variational_spline,output\segmentacion\BraTS-GLI-02071-100\BraTS-GLI-02071-100-et_variational_spline.nii.gz,6108fdba983908a850ae0d8aae2ca87dcb3cfbf89bdf7f1ec9620dbfa48fd1f8,14978,2026-07-05T23:06:53.653361
BraTS-GLI-02078-100,bspline,output\segmentacion\BraTS-GLI-02078-100\BraTS-GLI-02078-100-et_bspline.nii.gz,b866e28c396cb211abc2fcb6bc96809e34d616bc617035ba638f1e590c17af95,13220,2026-07-05T23:08:10.065825
BraTS-GLI-02078-100,fast_marching,output\segmentacion\BraTS-GLI-02078-100\BraTS-GLI-02078-100-et_fast_marching.nii.gz,8af3fecbcb37c2edb5082c6e8b955364005f444617c393caea42c2a60d331656,4123,2026-07-05T23:08:10.093114
BraTS-GLI-02078-100,gmm_2d,output\segmentacion\BraTS-GLI-02078-100\BraTS-GLI-02078-100-et_gmm_2d.nii.gz,b24bd98edf83e3c9a653009bd28f35dee43824acf1e3de1a6e08ef665967f8ac,133686,2026-07-05T23:08:09.989499
BraTS-GLI-02078-100,gmm_T1c,output\segmentacion\BraTS-GLI-02078-100\BraTS-GLI-02078-100-et_gmm_T1c.nii.gz,b866e28c396cb211abc2fcb6bc96809e34d616bc617035ba638f1e590c17af95,13220,2026-07-05T23:08:09.946840
BraTS-GLI-02078-100,level_set,output\segmentacion\BraTS-GLI-02078-100\BraTS-GLI-02078-100-et_level_set.nii.gz,b866e28c396cb211abc2fcb6bc96809e34d616bc617035ba638f1e590c17af95,13220,2026-07-05T23:08:10.039337
BraTS-GLI-02078-100,otsu_T1c,output\segmentacion\BraTS-GLI-02078-100\BraTS-GLI-02078-100-et_otsu_T1c.nii.gz,026aa28302ab18618368d87cc88b44f95361b0722e80a363ea1e1facbdbc8cee,13337,2026-07-05T23:08:09.934041
BraTS-GLI-02078-100,rango_doble,output\segmentacion\BraTS-GLI-02078-100\BraTS-GLI-02078-100-et_rango_doble.nii.gz,8ea030325d017505d283cbc6a89c0e627e1d23593ff7fc0444a8f1e335b9dc13,307684,2026-07-05T23:08:10.025024
BraTS-GLI-02078-100,spline,output\segmentacion\BraTS-GLI-02078-100\BraTS-GLI-02078-100-et_spline.nii.gz,4021437a1cc007fef5a0d1f92c2b356f1d8999446c4700c443985528c20e6085,5581,2026-07-05T23:08:10.079762
BraTS-GLI-02078-100,sustraccion,output\segmentacion\BraTS-GLI-02078-100\BraTS-GLI-02078-100-et_sustraccion.nii.gz,419073082c83422f6bdd40c21e2fabe7f9f5eda217c07cc925eac09f9acbafac,102529,2026-07-05T23:08:09.967200
BraTS-GLI-02078-100,variational_spline,output\segmentacion\BraTS-GLI-02078-100\BraTS-GLI-02078-100-et_variational_spline.nii.gz,b866e28c396cb211abc2fcb6bc96809e34d616bc617035ba638f1e590c17af95,13220,2026-07-05T23:08:10.052908
BraTS-GLI-02086-100,bspline,output\segmentacion\BraTS-GLI-02086-100\BraTS-GLI-02086-100-et_bspline.nii.gz,4e3974fc0e32c25ac99b763c859b0180849e9d78adf7a081fb41cf6591631a05,8191,2026-07-05T23:08:29.368192
BraTS-GLI-02086-100,fast_marching,output\segmentacion\BraTS-GLI-02086-100\BraTS-GLI-02086-100-et_fast_marching.nii.gz,c6fda977a8be94dee0165ff7047bc0e0ae55a6fa82c8c24b090995578dd2edd6,6001,2026-07-05T23:08:29.389584
BraTS-GLI-02086-100,gmm_2d,output\segmentacion\BraTS-GLI-02086-100\BraTS-GLI-02086-100-et_gmm_2d.nii.gz,9d592af362c5733559706417cbe9e106a8005d2472e661266300882e953b2541,120926,2026-07-05T23:08:29.290874
BraTS-GLI-02086-100,gmm_T1c,output\segmentacion\BraTS-GLI-02086-100\BraTS-GLI-02086-100-et_gmm_T1c.nii.gz,b7123cf1c00ba0466a45b9c6ec815415fe0ac0d5757f8aa3f1f78b84cdbc026d,8476,2026-07-05T23:08:29.251253
BraTS-GLI-02086-100,level_set,output\segmentacion\BraTS-GLI-02086-100\BraTS-GLI-02086-100-et_level_set.nii.gz,6e2532c01a28fbe393baa7db0bff958cbf3cd238c21d2ca02ff863ee18cc34b7,3199,2026-07-05T23:08:29.346431
BraTS-GLI-02086-100,otsu_T1c,output\segmentacion\BraTS-GLI-02086-100\BraTS-GLI-02086-100-et_otsu_T1c.nii.gz,076ec19f25c89c9b633423a02beca0fe4a4b4896eaf171a92e986d27c5e1982f,7548,2026-07-05T23:08:29.239777
BraTS-GLI-02086-100,rango_doble,output\segmentacion\BraTS-GLI-02086-100\BraTS-GLI-02086-100-et_rango_doble.nii.gz,b16ce0720ca513d7c8ea9f6ba46dda5ddd5ee1a7a9040fe27b44d36d48e147ea,236286,2026-07-05T23:08:29.331936
BraTS-GLI-02086-100,spline,output\segmentacion\BraTS-GLI-02086-100\BraTS-GLI-02086-100-et_spline.nii.gz,1fbe6e6da955181b7681d1aebc9cbd7146232414a4152478f6622b6346592c0d,8473,2026-07-05T23:08:29.379458
BraTS-GLI-02086-100,sustraccion,output\segmentacion\BraTS-GLI-02086-100\BraTS-GLI-02086-100-et_sustraccion.nii.gz,5bb4175833a785aa9a7e4187b428878cb0d14f192f07ec881e2e6f2168a58400,76778,2026-07-05T23:08:29.270158
BraTS-GLI-02086-100,variational_spline,output\segmentacion\BraTS-GLI-02086-100\BraTS-GLI-02086-100-et_variational_spline.nii.gz,dfb348ac7f3e9fcf4e32428aba6842edb6bba3238d08df35f7e54b0dfac13bdf,8555,2026-07-05T23:08:29.357848
BraTS-GLI-02102-100,bspline,output\segmentacion\BraTS-GLI-02102-100\BraTS-GLI-02102-100-et_bspline.nii.gz,c0bc3bdddcc09121b6d17cde66a4a21d577d40f52fda351d37cdd5f458e165a3,35731,2026-07-05T23:08:47.086737
BraTS-GLI-02102-100,fast_marching,output\segmentacion\BraTS-GLI-02102-100\BraTS-GLI-02102-100-et_fast_marching.nii.gz,34b9392b8d310a03dcd5ff1d1d5ffb5cfc9a97241cbf17526ccbd145753f611b,6476,2026-07-05T23:08:47.111192
BraTS-GLI-02102-100,gmm_2d,output\segmentacion\BraTS-GLI-02102-100\BraTS-GLI-02102-100-et_gmm_2d.nii.gz,3adf178b12362dc9cc5562a211e7ec7d45a67a8068907c3070edc4116149240c,177919,2026-07-05T23:08:47.014878
BraTS-GLI-02102-100,gmm_T1c,output\segmentacion\BraTS-GLI-02102-100\BraTS-GLI-02102-100-et_gmm_T1c.nii.gz,2b9b24f2fa97ee189d120b05b52683ac4f26f26983a5ed8f6be749cd4e201658,36472,2026-07-05T23:08:46.976544
BraTS-GLI-02102-100,level_set,output\segmentacion\BraTS-GLI-02102-100\BraTS-GLI-02102-100-et_level_set.nii.gz,c0bc3bdddcc09121b6d17cde66a4a21d577d40f52fda351d37cdd5f458e165a3,35731,2026-07-05T23:08:47.056950
BraTS-GLI-02102-100,otsu_T1c,output\segmentacion\BraTS-GLI-02102-100\BraTS-GLI-02102-100-et_otsu_T1c.nii.gz,805d20a3158c1ba63ea2f6bf90baa3594f08221eeef1651992259343c85806f8,23689,2026-07-05T23:08:46.961992
BraTS-GLI-02102-100,rango_doble,output\segmentacion\BraTS-GLI-02102-100\BraTS-GLI-02102-100-et_rango_doble.nii.gz,aee24b49fad8b566ad22d19e0ed071f2dd48139a635037b54c9750891a0decfe,152155,2026-07-05T23:08:47.042467
BraTS-GLI-02102-100,spline,output\segmentacion\BraTS-GLI-02102-100\BraTS-GLI-02102-100-et_spline.nii.gz,c0bc3bdddcc09121b6d17cde66a4a21d577d40f52fda351d37cdd5f458e165a3,35731,2026-07-05T23:08:47.099790
BraTS-GLI-02102-100,sustraccion,output\segmentacion\BraTS-GLI-02102-100\BraTS-GLI-02102-100-et_sustraccion.nii.gz,78b5f3d519acfb08883e4e92911593d6e8c0291e4f9326a6e9933680ab35c041,52415,2026-07-05T23:08:46.991350
BraTS-GLI-02102-100,variational_spline,output\segmentacion\BraTS-GLI-02102-100\BraTS-GLI-02102-100-et_variational_spline.nii.gz,c0bc3bdddcc09121b6d17cde66a4a21d577d40f52fda351d37cdd5f458e165a3,35731,2026-07-05T23:08:47.071276
BraTS-GLI-02108-100,bspline,output\segmentacion\BraTS-GLI-02108-100\BraTS-GLI-02108-100-et_bspline.nii.gz,f697e504a16e8769b90401dbd5feda3db857369e415f9e1995bdc69507cca8d8,77566,2026-07-05T23:09:54.295453
BraTS-GLI-02108-100,fast_marching,output\segmentacion\BraTS-GLI-02108-100\BraTS-GLI-02108-100-et_fast_marching.nii.gz,c501901fd702be68fdb106fc5ecbe07e5988d7238ddf8675bd482a0264185502,4227,2026-07-05T23:09:54.325591
BraTS-GLI-02108-100,gmm_2d,output\segmentacion\BraTS-GLI-02108-100\BraTS-GLI-02108-100-et_gmm_2d.nii.gz,23ffaf5f1121f6a7fdc72b1600be0157cb85808a4cca290cd8ae4e2a7c507b09,180796,2026-07-05T23:09:54.215883
BraTS-GLI-02108-100,gmm_T1c,output\segmentacion\BraTS-GLI-02108-100\BraTS-GLI-02108-100-et_gmm_T1c.nii.gz,530b7c1745e8dccd0541318294d4bb1556cf904fd2c6c3c357093bb2e7c35eb7,44358,2026-07-05T23:09:54.172983
BraTS-GLI-02108-100,level_set,output\segmentacion\BraTS-GLI-02108-100\BraTS-GLI-02108-100-et_level_set.nii.gz,74fa7eb6b4958b3643ece9a4919a18e4c3e709eb6db25c3b7a71c35468397d0c,44395,2026-07-05T23:09:54.264332
BraTS-GLI-02108-100,otsu_T1c,output\segmentacion\BraTS-GLI-02108-100\BraTS-GLI-02108-100-et_otsu_T1c.nii.gz,bb4cdf2f1e57c86e09d5f5609dbef10ee006b2c6d3cb8129f1c5e393af4bac0b,57030,2026-07-05T23:09:54.154927
